movieId,title,disptitle,year,Fantasy,Mystery,Crime,War,Action,Romance,Children,Thriller,Horror,Documentary,IMAX,Film-Noir,Animation,Drama,Adventure,(no genres listed),Sci-Fi,Musical,Western,Comedy
3708,Firestarter,Firestarter (1984),38,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3709,Sleepwalkers,Sleepwalkers (1992),30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3710,Action Jackson,Action Jackson (1988),34,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3711,Sarafina!,Sarafina! (1992),30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3712,Soapdish,Soapdish (1991),31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3713,"Long Walk Home, The","Long Walk Home, The (1990)",32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3714,Clara's Heart,Clara's Heart (1988),34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3715,Burglar,Burglar (1987),35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3716,Fatal Beauty,Fatal Beauty (1987),35,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3717,Gone in 60 Seconds,Gone in 60 Seconds (2000),22,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3719,Love's Labour's Lost,Love's Labour's Lost (2000),22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3720,Sunshine,Sunshine (1999),23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3723,Hamlet,Hamlet (1990),32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3724,Coming Home,Coming Home (1978),44,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3725,American Pop,American Pop (1981),41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3726,Assault on Precinct 13,Assault on Precinct 13 (1976),46,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3727,Near Dark,Near Dark (1987),35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3728,One False Move,One False Move (1992),30,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
3729,Shaft,Shaft (1971),51,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3730,"Conversation, The","Conversation, The (1974)",48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3731,Cutter's Way,Cutter's Way (1981),41,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3732,"Fury, The","Fury, The (1978)",44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3733,"Paper Chase, The","Paper Chase, The (1973)",49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3735,Serpico,Serpico (1973),49,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3736,"Ace in the Hole Big Carnival, The","Ace in the Hole (Big Carnival, The) (1951)",71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3737,Lonely Are the Brave,Lonely Are the Brave (1962),60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3738,"Sugarland Express, The","Sugarland Express, The (1974)",48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3739,Trouble in Paradise,Trouble in Paradise (1932),90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3740,Big Trouble in Little China,Big Trouble in Little China (1986),36,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3741,Badlands,Badlands (1973),49,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3742,Battleship Potemkin,Battleship Potemkin (1925),97,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3743,Boys and Girls,Boys and Girls (2000),22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3744,Shaft,Shaft (2000),22,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3745,Titan A.E.,Titan A.E. (2000),22,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
3746,Butterfly La lengua de las mariposas,Butterfly (La lengua de las mariposas) (1999),23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3747,Jesus' Son,Jesus' Son (1999),23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3751,Chicken Run,Chicken Run (2000),22,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3752,"Me, Myself & Irene","Me, Myself & Irene (2000)",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3753,"Patriot, The","Patriot, The (2000)",22,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3754,"Adventures of Rocky and Bullwinkle, The","Adventures of Rocky and Bullwinkle, The (2000)",22,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
3755,"Perfect Storm, The","Perfect Storm, The (2000)",22,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3756,"Golden Bowl, The","Golden Bowl, The (2000)",22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3758,Communion,Communion (1989),33,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
3760,"Kentucky Fried Movie, The","Kentucky Fried Movie, The (1977)",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3761,"Blood In, Blood Out","Blood In, Blood Out (1993)",29,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3763,F/X,F/X (1986),36,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3764,F/X2 a.k.a. F/X 2 - The Deadly Art of Illusion,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),31,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3765,"Hot Spot, The","Hot Spot, The (1990)",32,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3766,Missing in Action,Missing in Action (1984),38,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3767,Missing in Action 2: The Beginning,Missing in Action 2: The Beginning (1985),37,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3768,Braddock: Missing in Action III,Braddock: Missing in Action III (1988),34,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3769,Thunderbolt and Lightfoot,Thunderbolt and Lightfoot (1974),48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3770,Dreamscape,Dreamscape (1984),38,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
3771,The Golden Voyage of Sinbad,The Golden Voyage of Sinbad (1973),49,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3773,House Party,House Party (1990),32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3774,House Party 2,House Party 2 (1991),31,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3783,Croupier,Croupier (1998),24,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3784,"Kid, The","Kid, The (2000)",22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3785,Scary Movie,Scary Movie (2000),22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3786,But I'm a Cheerleader,But I'm a Cheerleader (1999),23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3787,Shower Xizao,Shower (Xizao) (1999),23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3788,Blow-Up Blowup,Blow-Up (Blowup) (1966),56,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3789,"Pawnbroker, The","Pawnbroker, The (1964)",58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3790,Groove,Groove (2000),22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3791,Footloose,Footloose (1984),38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3792,Duel in the Sun,Duel in the Sun (1946),76,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3793,X-Men,X-Men (2000),22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3794,Chuck & Buck,Chuck & Buck (2000),22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3795,"Five Senses, The","Five Senses, The (1999)",23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3797,"In Crowd, The","In Crowd, The (2000)",22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3798,What Lies Beneath,What Lies Beneath (2000),22,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3799,Pokémon the Movie 2000,Pokémon the Movie 2000 (2000),22,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3801,Anatomy of a Murder,Anatomy of a Murder (1959),63,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3802,Freejack,Freejack (1992),30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3806,Mackenna's Gold,Mackenna's Gold (1969),53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3807,Sinbad and the Eye of the Tiger,Sinbad and the Eye of the Tiger (1977),45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3808,"Two Women Ciociara, La","Two Women (Ciociara, La) (1960)",62,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3809,What About Bob?,What About Bob? (1991),31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3810,White Sands,White Sands (1992),30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3811,Breaker Morant,Breaker Morant (1980),42,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3813,Interiors,Interiors (1978),44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3814,Love and Death,Love and Death (1975),47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3816,"Official Story, The La historia oficial","Official Story, The (La historia oficial) (1985)",37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3819,Tampopo,Tampopo (1985),37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3821,Nutty Professor II: The Klumps,Nutty Professor II: The Klumps (2000),22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3822,"Girl on the Bridge, The Fille sur le pont, La","Girl on the Bridge, The (Fille sur le pont, La) (1999)",23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3823,Wonderland,Wonderland (1999),23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3824,Autumn in New York,Autumn in New York (2000),22,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3825,Coyote Ugly,Coyote Ugly (2000),22,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3826,Hollow Man,Hollow Man (2000),22,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
3827,Space Cowboys,Space Cowboys (2000),22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3830,Psycho Beach Party,Psycho Beach Party (2000),22,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
3831,Saving Grace,Saving Grace (2000),22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3832,"Black Sabbath Tre volti della paura, I","Black Sabbath (Tre volti della paura, I) (1963)",59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3833,"Brain That Wouldn't Die, The","Brain That Wouldn't Die, The (1962)",60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3834,Bronco Billy,Bronco Billy (1980),42,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3835,"Crush, The","Crush, The (1993)",29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3836,Kelly's Heroes,Kelly's Heroes (1970),52,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3837,Phantasm II,Phantasm II (1988),34,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
3838,Phantasm III: Lord of the Dead,Phantasm III: Lord of the Dead (1994),28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3839,Phantasm IV: Oblivion,Phantasm IV: Oblivion (1998),24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3840,Pumpkinhead,Pumpkinhead (1988),34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3841,Air America,Air America (1990),32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3843,Sleepaway Camp,Sleepaway Camp (1983),39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3844,Steel Magnolias,Steel Magnolias (1989),33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3845,And God Created Woman Et Dieu... créa la femme,And God Created Woman (Et Dieu... créa la femme) (1956),66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3846,Easy Money,Easy Money (1983),39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3847,"Ilsa, She Wolf of the SS","Ilsa, She Wolf of the SS (1974)",48,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3849,The Spiral Staircase,The Spiral Staircase (1945),77,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3851,I'm the One That I Want,I'm the One That I Want (2000),22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3852,"Tao of Steve, The","Tao of Steve, The (2000)",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3855,"Affair of Love, An Liaison pornographique, Une","Affair of Love, An (Liaison pornographique, Une) (1999)",23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3857,Bless the Child,Bless the Child (2000),22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3858,Cecil B. DeMented,Cecil B. DeMented (2000),22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3859,"Eyes of Tammy Faye, The","Eyes of Tammy Faye, The (2000)",22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3861,"Replacements, The","Replacements, The (2000)",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3862,About Adam,About Adam (2000),22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3863,"Cell, The","Cell, The (2000)",22,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
3864,Godzilla 2000 Gojira ni-sen mireniamu,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3865,"Original Kings of Comedy, The","Original Kings of Comedy, The (2000)",22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3868,"Naked Gun: From the Files of Police Squad!, The","Naked Gun: From the Files of Police Squad!, The (1988)",34,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3869,"Naked Gun 2 1/2: The Smell of Fear, The","Naked Gun 2 1/2: The Smell of Fear, The (1991)",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3870,Our Town,Our Town (1940),82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3871,Shane,Shane (1953),69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3872,"Suddenly, Last Summer","Suddenly, Last Summer (1959)",63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3873,Cat Ballou,Cat Ballou (1965),57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3877,Supergirl,Supergirl (1984),38,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3879,"Art of War, The","Art of War, The (2000)",22,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3882,Bring It On,Bring It On (2000),22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3884,"Crew, The","Crew, The (2000)",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3888,Skipped Parts,Skipped Parts (2000),22,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3889,Highlander: Endgame Highlander IV,Highlander: Endgame (Highlander IV) (2000),22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3893,Nurse Betty,Nurse Betty (2000),22,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
3894,Solas,Solas (1999),23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3895,"Watcher, The","Watcher, The (2000)",22,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3896,"Way of the Gun, The","Way of the Gun, The (2000)",22,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3897,Almost Famous,Almost Famous (2000),22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3898,Bait,Bait (2000),22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3899,Circus,Circus (2000),22,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3900,Crime and Punishment in Suburbia,Crime and Punishment in Suburbia (2000),22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3901,Duets,Duets (2000),22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3906,Under Suspicion,Under Suspicion (2000),22,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3908,Urban Legends: Final Cut,Urban Legends: Final Cut (2000),22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3909,Woman on Top,Woman on Top (2000),22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3910,Dancer in the Dark,Dancer in the Dark (2000),22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3911,Best in Show,Best in Show (2000),22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3912,Beautiful,Beautiful (2000),22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3914,"Broken Hearts Club, The","Broken Hearts Club, The (2000)",22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3915,Girlfight,Girlfight (2000),22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3916,Remember the Titans,Remember the Titans (2000),22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3917,Hellraiser,Hellraiser (1987),35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3918,Hellbound: Hellraiser II,Hellbound: Hellraiser II (1988),34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3919,Hellraiser III: Hell on Earth,Hellraiser III: Hell on Earth (1992),30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3920,"Faraway, So Close In weiter Ferne, so nah!","Faraway, So Close (In weiter Ferne, so nah!) (1993)",29,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3922,Bikini Beach,Bikini Beach (1964),58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3925,Stranger Than Paradise,Stranger Than Paradise (1984),38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3926,Voyage to the Bottom of the Sea,Voyage to the Bottom of the Sea (1961),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3927,Fantastic Voyage,Fantastic Voyage (1966),56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3928,Abbott and Costello Meet Frankenstein,Abbott and Costello Meet Frankenstein (1948),74,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3929,"Bank Dick, The","Bank Dick, The (1940)",82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3930,"Creature from the Black Lagoon, The","Creature from the Black Lagoon, The (1954)",68,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
3932,"Invisible Man, The","Invisible Man, The (1933)",89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3933,"Killer Shrews, The","Killer Shrews, The (1959)",63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3937,Runaway,Runaway (1984),38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3938,"Slumber Party Massacre, The","Slumber Party Massacre, The (1982)",40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3939,Slumber Party Massacre II,Slumber Party Massacre II (1987),35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3940,Slumber Party Massacre III,Slumber Party Massacre III (1990),32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3941,Sorority House Massacre,Sorority House Massacre (1986),36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3942,Sorority House Massacre II,Sorority House Massacre II (1990),32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3943,Bamboozled,Bamboozled (2000),22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3945,Digimon: The Movie,Digimon: The Movie (2000),22,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
3946,Get Carter,Get Carter (2000),22,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3947,Get Carter,Get Carter (1971),51,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3948,Meet the Parents,Meet the Parents (2000),22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3949,Requiem for a Dream,Requiem for a Dream (2000),22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3950,Tigerland,Tigerland (2000),22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3951,Two Family House,Two Family House (2000),22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3952,"Contender, The","Contender, The (2000)",22,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3953,Dr. T and the Women,Dr. T and the Women (2000),22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3955,"Ladies Man, The","Ladies Man, The (2000)",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3957,Billy Jack,Billy Jack (1971),51,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3958,Billy Jack Goes to Washington,Billy Jack Goes to Washington (1977),45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3959,"Time Machine, The","Time Machine, The (1960)",62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3962,Ghoulies II,Ghoulies II (1987),35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3963,"Unsinkable Molly Brown, The","Unsinkable Molly Brown, The (1964)",58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3964,"Adventures of Ichabod and Mr. Toad, The","Adventures of Ichabod and Mr. Toad, The (1949)",73,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3965,"Strange Love of Martha Ivers, The","Strange Love of Martha Ivers, The (1946)",76,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3966,Detour,Detour (1945),77,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3967,Billy Elliot,Billy Elliot (2000),22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3968,Bedazzled,Bedazzled (2000),22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3969,Pay It Forward,Pay It Forward (2000),22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3971,"Private Eyes, The","Private Eyes, The (1981)",41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3972,"Legend of Drunken Master, The Jui kuen II","Legend of Drunken Master, The (Jui kuen II) (1994)",28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3973,Book of Shadows: Blair Witch 2,Book of Shadows: Blair Witch 2 (2000),22,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3974,"Little Vampire, The","Little Vampire, The (2000)",22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3977,Charlie's Angels,Charlie's Angels (2000),22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3978,"Legend of Bagger Vance, The","Legend of Bagger Vance, The (2000)",22,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3979,Little Nicky,Little Nicky (2000),22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3980,Men of Honor,Men of Honor (2000),22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3981,Red Planet,Red Planet (2000),22,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3983,You Can Count on Me,You Can Count on Me (2000),22,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3984,Diamonds Are Forever,Diamonds Are Forever (1971),51,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
